iter	TotalF1	MultiClass
881	0.999864402	0.04950843643
882	0.999864402	0.0494165
883	0.999864402	0.04933832989
884	0.999864402	0.0492580152
885	0.999864402	0.04920107523
886	0.999864402	0.04912897092
887	0.999864402	0.04906617702
888	0.999864402	0.04899423442
889	0.999864402	0.04888448037
890	0.999864402	0.04877331345
891	0.999864402	0.04870929357
892	0.999864402	0.04861416525
893	0.999864402	0.04850795214
894	0.999864402	0.0484151323
895	0.999864402	0.04839565442
896	0.999864402	0.04831412786
897	0.999864402	0.04824685412
898	0.999864402	0.04813523649
899	0.999864402	0.04805376893
900	0.999864402	0.04801696004
901	0.999864402	0.04796966736
902	0.999864402	0.04793540452
903	0.999864402	0.04784831424
904	0.999864402	0.04778550188
905	0.999864402	0.04769497738
906	0.999864402	0.04764734965
907	0.999864402	0.04750541496
908	0.999864402	0.04744758602
909	0.999864402	0.0473799126
910	0.999864402	0.04727973373
911	0.999864402	0.04723405184
912	0.9998192009	0.04716502196
913	0.9998192009	0.04704106889
914	0.9998192009	0.04699944618
915	0.9999096013	0.04691190659
916	0.9998192009	0.0468668683
917	0.9998192009	0.04685379588
918	0.9998192009	0.04680766476
919	0.9998192009	0.04672623947
920	0.9998192009	0.04667643377
921	0.9998192009	0.04661584942
922	0.9998192009	0.04651990459
923	0.9998192009	0.04644360905
924	0.9998192009	0.04631984886
925	0.9998192009	0.04628172532
926	0.9998643969	0.04621076932
927	0.9998643969	0.04610575108
928	0.9998643969	0.04607646376
