iter	MultiClass
300	0.4356107441
301	0.4350979779
302	0.4347915117
303	0.4344618332
304	0.4339973968
305	0.4336187669
306	0.4327743362
307	0.4323982264
308	0.4320703468
309	0.4312437591
310	0.4306795738
311	0.4301261807
312	0.4296654273
313	0.4293698819
314	0.4291660503
315	0.4285964963
316	0.4279638391
317	0.4276939071
318	0.4273927898
319	0.4266684052
320	0.4257634285
321	0.4255626242
322	0.425218998
323	0.424741846
324	0.4243252688
325	0.4238562367
326	0.4230195961
327	0.4222882041
328	0.4214866778
329	0.4206158423
330	0.4203668499
331	0.4195978258
332	0.4189988307
333	0.4179126349
334	0.4174372255
335	0.4169261967
336	0.4163196224
337	0.415557867
338	0.4151343287
339	0.4146268164
340	0.4141221409
341	0.4134991925
342	0.4129659669
343	0.4122896728
344	0.4114089417
345	0.4109787986
346	0.4102525613
347	0.4096095252
348	0.4087445519
349	0.4083237306
350	0.4078921224
351	0.4072940668
352	0.4067460153
353	0.4063599468
354	0.4057148936
355	0.4052592464
356	0.4046649635
357	0.4043261807
358	0.4033685121
359	0.402868522
360	0.4022592639
361	0.4018798401
362	0.4012326258
363	0.4002978914
364	0.3996945933
365	0.3990943759
366	0.3985905932
367	0.3978831037
368	0.3973842946
369	0.3967866882
370	0.3965212532
371	0.3960350871
372	0.3953351873
373	0.3948931116
374	0.3942709956
375	0.3937334747
376	0.3929582761
377	0.3922684218
378	0.3914625078
379	0.3908189842
380	0.3900169352
381	0.3894189469
382	0.3888064913
383	0.3884756873
384	0.3875202854
385	0.3870959055
386	0.3864754145
387	0.385295002
388	0.3844515131
389	0.3841400211
390	0.3835866021
391	0.3833030347
392	0.3827688506
393	0.3820101541
394	0.3814870923
395	0.3806586795
396	0.3801501454
397	0.3795661177
398	0.3790231818
399	0.3786240072
400	0.3780339394
401	0.3774248014
402	0.3768285499
403	0.3764820964
404	0.3759814969
405	0.3753204191
406	0.3750269207
407	0.3745609742
408	0.374225176
409	0.3737939153
410	0.3730420691
411	0.3724804636
412	0.3718604163
413	0.3716990445
414	0.3713939491
415	0.3709145465
416	0.3704580496
417	0.3700739167
418	0.3693811281
419	0.3690357922
420	0.3686053293
421	0.3681586821
422	0.3675095308
423	0.3671842683
424	0.3667840627
425	0.3663086904
426	0.3660209343
427	0.3655988734
428	0.3649254794
429	0.3640115795
430	0.3635749743
431	0.3628503852
432	0.3622525691
433	0.3619342045
434	0.3614681572
435	0.360762306
436	0.3603151667
437	0.3599731215
438	0.3592911121
439	0.3588536849
440	0.3580234318
441	0.3577133805
442	0.3572316231
443	0.3570051965
444	0.3564830314
445	0.355671598
446	0.3549889009
447	0.3545358536
448	0.3541233182
449	0.3538011932
450	0.353329219
451	0.3525467289
452	0.3522767124
453	0.3515148201
454	0.3509762135
455	0.3505857277
456	0.350197254
457	0.3495398741
458	0.3490628474
459	0.3484476754
460	0.347840342
461	0.3476589146
462	0.3469502173
463	0.3464013297
464	0.3460608478
465	0.3457644675
466	0.3455515812
467	0.3450996243
468	0.3444690545
469	0.3440935268
470	0.3437515196
471	0.3433599621
472	0.3429993397
473	0.3425329712
474	0.3422468734
475	0.3418831256
476	0.3416315036
477	0.3411158854
478	0.3407486711
479	0.3404288501
480	0.3400284796
481	0.3390805477
482	0.3384055545
483	0.3378267328
484	0.3372120622
485	0.3367464485
486	0.3363371971
487	0.3358973303
488	0.3355520739
489	0.3351125377
490	0.3345047971
491	0.3340713902
492	0.3336505631
493	0.3332501313
494	0.3327176342
495	0.3321700178
496	0.3319045958
497	0.3316248706
498	0.3311143993
499	0.3308130015
500	0.3303164953
501	0.3297609869
502	0.3292243714
503	0.3286507843
504	0.328155505
505	0.3279640826
506	0.3276069525
507	0.3270730182
508	0.3265784376
509	0.3262147939
510	0.3257792126
511	0.3253596235
512	0.3249319786
513	0.3244600403
514	0.3240281588
515	0.3234002146
516	0.323139707
517	0.3226663303
518	0.3223502979
519	0.3219379456
520	0.3214875497
521	0.3210001286
522	0.3206349701
523	0.3202546618
524	0.3199373866
525	0.3195649357
526	0.3192564588
527	0.3188746637
528	0.3185355859
529	0.3181200899
530	0.3176023166
531	0.317317782
532	0.3170836795
533	0.3167919995
534	0.3164241436
535	0.315950838
536	0.3154949651
537	0.3152067884
538	0.3148815779
539	0.314349391
540	0.3137645075
541	0.3132527465
542	0.3127811779
543	0.312246484
544	0.3117578361
545	0.3114664855
546	0.3111342715
547	0.31090105
548	0.3104359256
549	0.3101252078
550	0.3098700606
551	0.3096687857
552	0.3093554823
553	0.3088400599
554	0.3083345619
555	0.3080347519
556	0.3076298815
557	0.3070329165
558	0.3066867277
559	0.3063575825
560	0.3061569483
561	0.3058652452
562	0.3056110275
563	0.3052669831
564	0.3047834089
565	0.3042475233
566	0.3037396214
567	0.303499398
568	0.3029756822
569	0.302446329
570	0.3019586639
571	0.3016552883
572	0.3013877357
573	0.300984268
574	0.3006981647
575	0.3003159191
576	0.2999511939
577	0.299534763
578	0.2991922892
579	0.299035266
580	0.2987603172
581	0.2981986987
582	0.2978225645
583	0.2972921089
584	0.29705055
585	0.2967998055
586	0.2965092209
587	0.2961469745
588	0.2960251971
589	0.2957993742
590	0.2955651003
591	0.2953354786
592	0.2951601932
593	0.2947878412
594	0.2946386545
595	0.2940633302
596	0.293770936
597	0.2936068162
598	0.2929081431
599	0.2925596436
600	0.2922277432
601	0.2916698725
602	0.2914300681
603	0.2911529042
604	0.2909185059
605	0.2906650877
606	0.2902099686
607	0.2899654326
608	0.2895173929
609	0.2892319351
610	0.2887938618
611	0.2884557763
612	0.2881349499
613	0.2877472634
614	0.2873750566
615	0.287179704
616	0.2870881598
617	0.2866635833
618	0.2862498822
619	0.2859507151
620	0.2854433498
621	0.2851697379
622	0.2848992503
623	0.2845788422
624	0.284296517
625	0.2840630559
626	0.2837258891
627	0.2834010186
628	0.2828369715
629	0.2825503752
630	0.2823271492
631	0.2819958362
632	0.2817122555
633	0.2813336015
634	0.2810355294
635	0.2807559727
636	0.2804133098
637	0.2801403605
638	0.279884252
639	0.2793844603
640	0.2788220693
641	0.2783911577
642	0.2782346124
643	0.2778706958
644	0.2773623269
645	0.2772194968
646	0.2769924576
647	0.2767466863
648	0.2763230452
649	0.2759809473
650	0.2756518974
651	0.2753241046
652	0.2748948503
653	0.2744438012
654	0.2739588396
655	0.2737975573
656	0.2734780512
657	0.2730204403
658	0.2727756024
659	0.2726153914
660	0.2723958268
661	0.2721150109
662	0.2716288912
663	0.2711993874
664	0.2709540974
665	0.2708673377
666	0.2704867681
667	0.2702902637
668	0.2700520821
669	0.2695433781
670	0.2692615445
671	0.2690460778
672	0.2688674087
673	0.2686913056
674	0.268431027
675	0.2682493813
676	0.2679497723
677	0.2677066559
678	0.2673781562
679	0.2671282536
680	0.2668866955
681	0.266755307
682	0.2663475213
683	0.2661995563
684	0.2658047212
685	0.2654765468
686	0.2652754271
687	0.2650510116
688	0.2645871285
689	0.2643307516
690	0.2639801967
691	0.2635260767
692	0.2633734192
693	0.2632220451
694	0.2628889042
695	0.262719113
696	0.2623342939
697	0.2621804423
698	0.2616749743
699	0.2614931445
700	0.2612231109
701	0.2609093402
702	0.2605680712
703	0.260342976
704	0.2600941385
705	0.2597636143
706	0.2595869992
707	0.2592804849
708	0.2590686741
709	0.2589090439
710	0.2586574614
711	0.2583910163
712	0.2580923904
713	0.2577129872
714	0.2573752337
715	0.2570288311
716	0.2566605715
717	0.2563825573
718	0.2561054053
719	0.2559601322
720	0.2557071857
721	0.2555321592
722	0.255280073
723	0.254890943
724	0.2547175992
725	0.2544971592
726	0.2541537508
727	0.2538517114
728	0.2535208899
729	0.2533006375
730	0.2528594385
731	0.2524330711
732	0.2522740646
733	0.2519726237
734	0.2517967706
735	0.2514049041
736	0.25129061
737	0.2511696818
738	0.2509187812
739	0.2506379421
740	0.2505453706
741	0.250306979
742	0.2500061577
743	0.2498762597
744	0.249691886
745	0.2494135472
746	0.2492771672
747	0.2490548718
748	0.2488684563
749	0.2486415285
750	0.2484701501
751	0.2483247487
752	0.248055479
753	0.247796096
754	0.2475616211
755	0.2473893546
756	0.2472184059
757	0.2470571726
758	0.246702054
759	0.2462899725
760	0.2460018839
761	0.245850506
762	0.2456629975
763	0.2454221515
764	0.2449636789
765	0.2447199999
766	0.2445548788
767	0.244171331
768	0.243840098
769	0.2435986447
770	0.2433257477
771	0.242835463
772	0.2426006738
773	0.2424144113
774	0.2421831404
775	0.2418491268
776	0.2416733613
777	0.2414171831
778	0.2412264277
779	0.2410740854
780	0.2407797592
781	0.2404377695
782	0.240262758
783	0.2400506334
784	0.2397455806
785	0.2393586424
786	0.2391203782
787	0.238972586
788	0.2388445135
789	0.2386539308
790	0.238502825
791	0.2382962636
792	0.2381464477
793	0.2376968916
794	0.237402258
795	0.2368557167
796	0.2367319603
797	0.2365965218
798	0.2364314353
799	0.236152715
800	0.2360167234
801	0.2356508678
802	0.2354007396
803	0.2352154333
804	0.2349102379
805	0.2345466375
806	0.234425122
807	0.2341917723
808	0.2339280043
809	0.2337754815
810	0.2335453768
811	0.2333334794
812	0.2331072006
813	0.2329488331
814	0.2327553666
815	0.2323570766
816	0.2321278086
817	0.2318927938
818	0.2317691393
819	0.23143321
820	0.2312587993
821	0.2311003329
822	0.2309840246
823	0.2308424649
824	0.2305469179
825	0.2304140989
826	0.2302764313
827	0.2299713104
828	0.2298273442
829	0.2295705201
830	0.2294189459
831	0.229198903
832	0.2289642184
833	0.2287368254
834	0.2284953152
835	0.2283154623
836	0.2280564133
837	0.2277435189
838	0.2274932759
839	0.2273365423
840	0.2269764132
841	0.2268194713
842	0.2266183453
843	0.226297214
844	0.2262074406
845	0.2259919826
846	0.2257323519
847	0.2252932328
848	0.2250358561
849	0.2247502746
850	0.224476942
851	0.2242400146
852	0.2240855157
853	0.2238105805
854	0.2235302314
855	0.2232543176
856	0.2230479857
857	0.2227819227
858	0.2225772847
859	0.222468431
860	0.2221180101
861	0.2217305786
862	0.2215349501
863	0.2212780185
864	0.2210004247
865	0.2207745933
866	0.2205274734
867	0.2202389295
868	0.2200638335
869	0.2198795777
870	0.2196904198
871	0.2195484421
872	0.2194483394
873	0.2191877629
874	0.218885494
875	0.218673497
876	0.2185335083
877	0.2183871821
878	0.2181607066
879	0.2179840711
880	0.2176779043
881	0.2175437424
882	0.2173631775
883	0.217207032
884	0.2170065764
885	0.2168890648
886	0.2167555991
887	0.2164774166
888	0.2163089269
889	0.2160969579
890	0.2156674982
891	0.2154113575
892	0.2151813873
893	0.214960723
894	0.2146805174
895	0.2144400012
896	0.2141922431
897	0.2140562775
898	0.2137870587
899	0.2136269461
900	0.213278952
901	0.2130863255
902	0.2129078564
903	0.2127794691
904	0.212509986
905	0.212348452
906	0.2121016794
907	0.2118983175
908	0.2116728747
909	0.211544881
910	0.2114121419
911	0.2112513478
912	0.2111133622
913	0.2108636324
914	0.2106713572
915	0.2104999411
916	0.2102340917
917	0.2100346276
918	0.2097132851
919	0.2095769947
920	0.2094531096
921	0.2093086197
922	0.2091388026
923	0.2089330317
924	0.2087262133
925	0.2085013082
926	0.2083514992
927	0.2082232996
928	0.2079580681
929	0.2078121837
930	0.2076593192
931	0.2072812618
932	0.2069917537
933	0.2066394782
934	0.206480102
935	0.206281829
936	0.2060644887
937	0.205910648
938	0.2057509107
939	0.2056636459
940	0.2055418709
941	0.2052905398
942	0.2051669317
943	0.2048947601
944	0.2047595581
945	0.2046017475
946	0.2044391769
947	0.2041992208
948	0.204058217
949	0.2038663594
950	0.20375663
951	0.2036239493
952	0.2034903971
953	0.2032943267
954	0.2030147672
955	0.2027265617
956	0.2024327905
957	0.2021875598
958	0.2019801694
959	0.2017860184
960	0.2016279837
961	0.2015343064
962	0.2014596389
963	0.2012915292
964	0.2011033302
965	0.2009698859
966	0.2008632825
967	0.2005996895
968	0.2004478558
969	0.2002767181
970	0.200049689
971	0.1999547232
972	0.1998327361
973	0.199570867
974	0.1994379447
975	0.1992922334
976	0.1991389868
977	0.1990437342
978	0.1989486118
979	0.198822643
980	0.198637328
981	0.198359202
982	0.198249937
983	0.1981459657
984	0.1980773766
985	0.1979199214
986	0.1977084589
987	0.1976068476
988	0.1973211079
989	0.1972036266
990	0.1970647058
991	0.1969386501
992	0.196664466
993	0.1963765852
994	0.1962583026
995	0.1961204583
996	0.195939306
997	0.1957747373
998	0.195554634
999	0.1954663716
